Rk,Player,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,SHFT,TOI
1,Connor Brown,0,0,0,1,0,0,0,0,0,0,0,0,0,,21,13:40
2,Travis Dermott,0,0,0,1,0,0,0,0,0,0,0,0,0,,22,17:41
3,Tyler Ennis,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,13,10:30
4,Jake Gardiner,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,26,20:58
5,Frederik Gauthier,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,9,7:20
6,Ron Hainsey,1,0,1,-1,0,1,0,0,0,0,0,0,1,100.0,26,17:22
7,Zach Hyman,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,24,19:54
8,Andreas Johnsson,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,19,11:48
9,Nazem Kadri,0,1,1,-1,0,0,0,0,0,1,0,0,4,0.0,20,17:45
10,Kasperi Kapanen,1,0,1,-2,0,1,0,0,0,0,0,0,2,50.0,23,16:06
11,Josh Leivo,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,13,9:59
12,Pär Lindholm,0,1,1,1,0,0,0,0,0,1,0,0,3,0.0,20,13:47
13,Patrick Marleau,0,0,0,-2,0,0,0,0,0,0,0,0,3,0.0,21,18:55
14,Mitch Marner,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,26,23:35
15,Igor Ozhiganov,0,1,1,2,0,0,0,0,0,1,0,0,0,,19,15:48
16,Morgan Rielly,0,0,0,-4,0,0,0,0,0,0,0,0,1,0.0,28,22:32
17,John Tavares,0,0,0,-2,4,0,0,0,0,0,0,0,3,0.0,27,21:44
18,Nikita Zaitsev,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,26,18:58
19,Frederik Andersen,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,57:38
