Rk,Player,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,SHFT,TOI
1,Connor Brown,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,18,10:42
2,Travis Dermott,1,0,1,-1,0,1,0,0,0,0,0,0,3,33.3,27,21:38
3,Tyler Ennis,0,0,0,-2,2,0,0,0,0,0,0,0,0,,14,9:02
4,Jake Gardiner,0,2,2,-1,4,0,0,0,0,1,1,0,1,0.0,30,20:54
5,Ron Hainsey,0,0,0,-1,5,0,0,0,0,0,0,0,2,0.0,26,18:17
6,Zach Hyman,0,0,0,-1,20,0,0,0,0,0,0,0,1,0.0,23,14:24
7,Andreas Johnsson,1,1,2,2,0,0,1,0,0,1,0,0,3,33.3,21,13:06
8,Nazem Kadri,0,0,0,0,7,0,0,0,0,0,0,0,1,0.0,22,15:01
9,Kasperi Kapanen,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,22,15:30
10,Pär Lindholm,0,0,0,-1,0,0,0,0,0,0,0,0,0,,17,10:13
11,Patrick Marleau,0,1,1,0,0,0,0,0,0,0,1,0,2,0.0,25,15:44
12,Mitch Marner,0,0,0,-3,0,0,0,0,0,0,0,0,0,,27,19:07
13,Auston Matthews,1,1,2,0,0,1,0,0,0,1,0,0,4,25.0,25,17:53
14,William Nylander,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,26,16:30
15,Igor Ozhiganov,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,23,14:32
16,Morgan Rielly,0,1,1,0,0,0,0,0,0,1,0,0,3,0.0,29,21:36
17,John Tavares,0,0,0,-3,2,0,0,0,0,0,0,0,5,0.0,28,17:32
18,Nikita Zaitsev,0,0,0,-2,0,0,0,0,0,0,0,0,1,0.0,27,20:04
19,Frederik Andersen,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,46:10
20,Garret Sparks,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,13:47
