Rk,Player,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,SHFT,TOI
1,Connor Brown,1,0,1,2,0,1,0,0,0,0,0,0,1,100.0,22,13:03
2,Travis Dermott,0,0,0,1,0,0,0,0,0,0,0,0,4,0.0,23,19:13
3,Tyler Ennis,1,0,1,1,0,1,0,0,0,0,0,0,3,33.3,17,13:08
4,Jake Gardiner,0,1,1,2,0,0,0,0,0,1,0,0,2,0.0,25,21:32
5,Frederik Gauthier,0,0,0,1,2,0,0,0,0,0,0,0,0,,15,10:08
6,Ron Hainsey,0,2,2,2,0,0,0,0,0,2,0,0,2,0.0,23,17:52
7,Zach Hyman,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,23,16:07
8,Andreas Johnsson,1,0,1,2,0,1,0,0,0,0,0,0,2,50.0,19,13:25
9,Nazem Kadri,1,1,2,1,0,1,0,0,1,1,0,0,2,50.0,20,17:56
10,Kasperi Kapanen,0,0,0,2,0,0,0,0,0,0,0,0,1,0.0,19,13:48
11,Josh Leivo,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,17,13:28
12,Pär Lindholm,0,2,2,2,2,0,0,0,0,2,0,0,3,0.0,21,12:59
13,Patrick Marleau,0,1,1,2,0,0,0,0,0,1,0,0,0,,20,17:46
14,Mitch Marner,0,0,0,1,0,0,0,0,0,0,0,0,3,0.0,23,19:07
15,Igor Ozhiganov,0,0,0,1,0,0,0,0,0,0,0,0,0,,20,16:55
16,Morgan Rielly,1,1,2,2,0,1,0,0,0,1,0,0,2,50.0,26,21:49
17,John Tavares,1,0,1,0,0,1,0,0,0,0,0,0,2,50.0,24,18:59
18,Nikita Zaitsev,0,0,0,2,2,0,0,0,0,0,0,0,0,,25,16:45
19,Frederik Andersen,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,60:00
