Rk,Player,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,SHFT,TOI
1,Connor Brown,1,0,1,0,0,1,0,0,0,0,0,0,1,100.0,18,11:17
2,Travis Dermott,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,20,12:45
3,Jake Gardiner,0,1,1,0,0,0,0,0,0,1,0,0,3,0.0,31,21:25
4,Frederik Gauthier,0,0,0,-1,0,0,0,0,0,0,0,0,0,,11,7:43
5,Ron Hainsey,0,2,2,2,0,0,0,0,0,2,0,0,2,0.0,38,24:39
6,Zach Hyman,0,1,1,4,0,0,0,0,0,1,0,0,3,0.0,25,16:44
7,Andreas Johnsson,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,21,15:35
8,Nazem Kadri,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,20,15:54
9,Kasperi Kapanen,0,0,0,-1,0,0,0,0,0,0,0,0,5,0.0,23,16:23
10,Pär Lindholm,0,0,0,-1,0,0,0,0,0,0,0,0,0,,15,9:37
11,Patrick Marleau,0,0,0,0,2,0,0,0,0,0,0,0,2,0.0,20,13:25
12,Mitch Marner,1,1,2,3,0,1,0,0,0,1,0,0,3,33.3,28,18:50
13,Auston Matthews,0,0,0,-1,0,0,0,0,0,0,0,0,4,0.0,23,17:46
14,William Nylander,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,20,13:52
15,Igor Ozhiganov,0,0,0,0,2,0,0,0,0,0,0,0,0,,21,11:59
16,Morgan Rielly,0,1,1,0,0,0,0,0,0,1,0,0,5,0.0,39,24:13
17,John Tavares,2,1,3,3,2,2,0,0,1,1,0,0,6,33.3,25,16:32
18,Nikita Zaitsev,0,0,0,2,0,0,0,0,0,0,0,0,2,0.0,34,23:21
19,Michael Hutchinson,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,60:00
