Rk,Player,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,SHFT,TOI
1,Connor Brown,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,20,14:42
2,Travis Dermott,0,1,1,-2,0,0,0,0,0,1,0,0,0,,20,15:12
3,Jake Gardiner,0,1,1,0,0,0,0,0,0,1,0,0,0,,27,25:45
4,Frederik Gauthier,1,0,1,0,0,1,0,0,0,0,0,0,1,100.0,11,6:37
5,Ron Hainsey,0,0,0,1,0,0,0,0,0,0,0,0,0,,27,19:16
6,Justin Holl,0,0,0,-1,0,0,0,0,0,0,0,0,0,,18,13:25
7,Andreas Johnsson,0,1,1,1,0,0,0,0,0,1,0,0,0,,19,15:33
8,Nazem Kadri,0,1,1,2,0,0,0,0,0,1,0,0,4,0.0,20,20:26
9,Kasperi Kapanen,2,0,2,-1,0,2,0,0,1,0,0,0,3,66.7,26,18:45
10,Pär Lindholm,0,1,1,0,0,0,0,0,0,1,0,0,1,0.0,15,8:09
11,Patrick Marleau,0,0,0,-1,0,0,0,0,0,0,0,0,0,,23,17:45
12,Mitch Marner,0,0,0,2,4,0,0,0,0,0,0,0,3,0.0,25,20:33
13,Auston Matthews,0,1,1,-1,0,0,0,0,0,1,0,0,4,0.0,25,20:21
14,Trevor Moore,0,1,1,0,0,0,0,0,0,1,0,0,0,,8,5:27
15,William Nylander,0,0,0,-1,2,0,0,0,0,0,0,0,1,0.0,21,15:38
16,Morgan Rielly,1,1,2,4,0,1,0,0,0,1,0,0,1,100.0,33,26:46
17,John Tavares,1,1,2,2,0,1,0,0,0,1,0,0,4,25.0,23,20:20
18,Nikita Zaitsev,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,24,17:31
19,Garret Sparks,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,59:21
