Rk,Player,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,SHFT,TOI
1,Connor Brown,1,0,1,0,0,1,0,0,0,0,0,0,2,50.0,23,16:48
2,Tyler Ennis,0,0,0,-2,0,0,0,0,0,0,0,0,1,0.0,17,13:43
3,Frederik Gauthier,0,0,0,-1,0,0,0,0,0,0,0,0,0,,18,12:11
4,Ron Hainsey,0,0,0,-1,0,0,0,0,0,0,0,0,4,0.0,27,19:50
5,Zach Hyman,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,19,12:45
6,Andreas Johnsson,0,1,1,-2,0,0,0,0,0,1,0,0,2,0.0,23,14:56
7,Nazem Kadri,0,1,1,0,0,0,0,0,0,1,0,0,2,0.0,21,17:19
8,Martin Marinčin,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,21,17:46
9,Patrick Marleau,0,1,1,-1,0,0,0,0,0,1,0,0,1,0.0,22,17:10
10,Mitch Marner,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,22,15:31
11,Auston Matthews,1,0,1,-1,0,1,0,0,0,0,0,0,2,50.0,24,17:20
12,Trevor Moore,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,16,12:22
13,Jake Muzzin,0,0,0,-2,2,0,0,0,0,0,0,0,3,0.0,27,18:55
14,William Nylander,0,0,0,-2,0,0,0,0,0,0,0,0,0,,22,16:06
15,Igor Ozhiganov,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,22,17:34
16,Morgan Rielly,0,0,0,-2,0,0,0,0,0,0,0,0,3,0.0,24,21:07
17,John Tavares,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,20,15:47
18,Nikita Zaitsev,0,1,1,-2,0,0,0,0,0,1,0,0,1,0.0,27,20:50
19,Frederik Andersen,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,24:50
20,Garret Sparks,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,35:10
