Rk,Player,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,SHFT,TOI
1,Connor Brown,0,0,0,0,0,0,0,0,0,0,0,0,0,,15,10:52
2,Ron Hainsey,0,0,0,-1,0,0,0,0,0,0,0,0,0,,32,23:41
3,Justin Holl,0,0,0,0,0,0,0,0,0,0,0,0,0,,15,13:34
4,Zach Hyman,0,0,0,-2,0,0,0,0,0,0,0,0,2,0.0,21,15:58
5,Andreas Johnsson,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,21,15:20
6,Nazem Kadri,0,0,0,-2,0,0,0,0,0,0,0,0,0,,21,16:41
7,Kasperi Kapanen,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,19,14:34
8,Patrick Marleau,0,0,0,-1,2,0,0,0,0,0,0,0,1,0.0,21,14:54
9,Mitch Marner,0,0,0,-2,0,0,0,0,0,0,0,0,6,0.0,23,19:13
10,Auston Matthews,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,22,18:19
11,Trevor Moore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,15,10:15
12,Jake Muzzin,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,35,22:00
13,William Nylander,0,0,0,-1,0,0,0,0,0,0,0,0,0,,23,17:34
14,Igor Ozhiganov,0,0,0,-1,0,0,0,0,0,0,0,0,0,,17,13:07
15,Nic Petan,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,16,12:09
16,Morgan Rielly,0,0,0,-2,0,0,0,0,0,0,0,0,0,,30,24:38
17,John Tavares,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,22,19:29
18,Nikita Zaitsev,0,0,0,0,0,0,0,0,0,0,0,0,0,,27,16:58
19,Frederik Andersen,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,58:44
