Rk,Player,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,SHFT,TOI
1,Connor Brown,0,1,1,1,2,0,0,0,0,1,0,0,0,,26,18:01
2,Tyler Ennis,1,0,1,1,0,1,0,0,0,0,0,0,1,100.0,8,5:41
3,Jake Gardiner,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,31,24:01
4,Frederik Gauthier,0,0,0,1,0,0,0,0,0,0,0,0,0,,9,6:30
5,Ron Hainsey,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,25,18:13
6,Zach Hyman,0,0,0,-1,0,0,0,0,0,0,0,0,4,0.0,24,19:42
7,Nazem Kadri,1,0,1,1,0,1,0,0,1,0,0,0,6,16.7,23,15:39
8,Kasperi Kapanen,1,0,1,1,2,1,0,0,0,0,0,0,3,33.3,26,17:23
9,Josh Leivo,0,1,1,1,0,0,0,0,0,1,0,0,0,,9,6:03
10,Pär Lindholm,0,1,1,2,0,0,0,0,0,1,0,0,2,0.0,28,18:32
11,Martin Marinčin,0,0,0,2,0,0,0,0,0,0,0,0,0,,22,13:56
12,Patrick Marleau,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,23,16:59
13,Mitch Marner,0,1,1,0,0,0,0,0,0,1,0,0,4,0.0,24,17:23
14,Auston Matthews,0,0,0,1,0,0,0,0,0,0,0,0,4,0.0,23,17:34
15,Igor Ozhiganov,0,0,0,2,2,0,0,0,0,0,0,0,1,0.0,21,13:05
16,Morgan Rielly,0,0,0,1,0,0,0,0,0,0,0,0,4,0.0,29,23:07
17,John Tavares,1,0,1,0,0,1,0,0,0,0,0,0,5,20.0,22,17:39
18,Nikita Zaitsev,0,1,1,0,0,0,0,0,0,1,0,0,1,0.0,32,25:29
19,Frederik Andersen,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,60:00
