Rk,Player,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,SHFT,TOI
1,Connor Brown,0,0,0,0,0,0,0,0,0,0,0,0,0,,24,17:59
2,Travis Dermott,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,19,15:42
3,Tyler Ennis,1,0,1,1,0,1,0,0,0,0,0,0,2,50.0,13,9:41
4,Jake Gardiner,0,0,0,0,0,0,0,0,0,0,0,0,0,,27,24:15
5,Frederik Gauthier,0,1,1,1,0,0,0,0,0,1,0,0,0,,13,10:13
6,Ron Hainsey,0,2,2,2,0,0,0,0,0,2,0,0,0,,30,20:47
7,Zach Hyman,2,0,2,1,0,2,0,0,1,0,0,0,5,40.0,25,16:15
8,Andreas Johnsson,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,22,15:12
9,Nazem Kadri,0,0,0,-1,0,0,0,0,0,0,0,0,0,,22,15:20
10,Kasperi Kapanen,0,1,1,0,0,0,0,0,0,1,0,0,0,,22,16:40
11,Josh Leivo,0,0,0,1,0,0,0,0,0,0,0,0,0,,13,9:46
12,Pär Lindholm,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,24,17:10
13,Patrick Marleau,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,23,17:45
14,Mitch Marner,0,2,2,2,0,0,0,0,0,2,0,0,6,0.0,25,16:16
15,Igor Ozhiganov,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,19,14:20
16,Morgan Rielly,0,1,1,2,0,0,0,0,0,1,0,0,2,0.0,30,20:07
17,John Tavares,1,1,2,2,0,1,0,0,0,1,0,0,3,33.3,26,17:43
18,Nikita Zaitsev,0,0,0,0,0,0,0,0,0,0,0,0,0,,29,24:49
19,Frederik Andersen,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,60:00
