Rk,Player,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,SHFT,TOI
1,Connor Brown,0,0,0,0,2,0,0,0,0,0,0,0,2,0.0,14,9:43
2,Frederik Gauthier,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,14,7:59
3,Ron Hainsey,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,28,23:23
4,Justin Holl,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,8:01
5,Zach Hyman,1,0,1,0,0,1,0,0,0,0,0,0,3,33.3,22,15:47
6,Andreas Johnsson,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,24,17:03
7,Nazem Kadri,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,21,16:43
8,Kasperi Kapanen,0,0,0,0,2,0,0,0,0,0,0,0,2,0.0,21,14:35
9,Patrick Marleau,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,17,13:26
10,Mitch Marner,0,1,1,0,0,0,0,0,0,1,0,0,4,0.0,26,21:54
11,Auston Matthews,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,27,20:40
12,Trevor Moore,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,6:51
13,Jake Muzzin,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,33,27:10
14,William Nylander,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,26,18:29
15,Igor Ozhiganov,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,17,10:51
16,Morgan Rielly,0,0,0,1,0,0,0,0,0,0,0,0,9,0.0,33,27:18
17,John Tavares,0,1,1,0,0,0,0,0,0,1,0,0,3,0.0,25,19:25
18,Nikita Zaitsev,0,0,0,-2,0,0,0,0,0,0,0,0,1,0.0,28,20:13
19,Frederik Andersen,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,61:41
