Rk,Player,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,SHFT,TOI
1,Connor Brown,0,0,0,0,0,0,0,0,0,0,0,0,0,,22,15:07
2,Travis Dermott,0,0,0,0,0,0,0,0,0,0,0,0,0,,22,20:12
3,Jake Gardiner,0,2,2,1,0,0,0,0,0,1,1,0,2,0.0,27,19:19
4,Frederik Gauthier,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,17,9:13
5,Ron Hainsey,0,0,0,1,0,0,0,0,0,0,0,0,0,,24,18:56
6,Zach Hyman,0,1,1,1,0,0,0,0,0,1,0,0,0,,22,16:41
7,Andreas Johnsson,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,16,8:38
8,Nazem Kadri,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,21,16:21
9,Kasperi Kapanen,2,0,2,1,0,2,0,0,0,0,0,0,2,100.0,21,16:48
10,Josh Leivo,0,1,1,-1,0,0,0,0,0,0,1,0,1,0.0,16,10:22
11,Pär Lindholm,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,23,15:21
12,Patrick Marleau,1,0,1,2,0,0,1,0,1,0,0,0,2,50.0,20,16:30
13,Mitch Marner,1,0,1,1,4,1,0,0,0,0,0,0,2,50.0,22,17:22
14,Auston Matthews,0,2,2,1,0,0,0,0,0,2,0,0,2,0.0,20,17:44
15,Igor Ozhiganov,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,23,19:27
16,Morgan Rielly,0,0,0,2,0,0,0,0,0,0,0,0,0,,24,19:15
17,John Tavares,0,1,1,1,0,0,0,0,0,1,0,0,5,0.0,23,17:09
18,Nikita Zaitsev,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,25,19:35
19,Garret Sparks,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,60:00
