Rk,Player,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,SHFT,TOI
1,Connor Brown,0,1,1,2,0,0,0,0,0,1,0,0,0,,23,13:36
2,Tyler Ennis,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,8,5:35
3,Frederik Gauthier,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,6,4:37
4,Ron Hainsey,0,2,2,-1,0,0,0,0,0,2,0,0,4,0.0,30,23:00
5,Justin Holl,0,1,1,1,0,0,0,0,0,1,0,0,0,,16,10:59
6,Zach Hyman,1,0,1,0,0,1,0,0,0,0,0,0,3,33.3,27,18:49
7,Andreas Johnsson,0,1,1,1,2,0,0,0,0,1,0,0,3,0.0,28,17:52
8,Nazem Kadri,0,2,2,0,0,0,0,0,0,2,0,0,1,0.0,24,15:37
9,Martin Marinčin,1,0,1,0,0,1,0,0,0,0,0,0,1,100.0,18,10:03
10,Patrick Marleau,1,0,1,1,0,0,1,0,0,0,0,0,4,25.0,25,15:00
11,Mitch Marner,0,1,1,1,0,0,0,0,0,1,0,0,2,0.0,30,22:21
12,Auston Matthews,2,0,2,-2,0,2,0,0,1,0,0,0,8,25.0,28,20:05
13,Trevor Moore,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,5:55
14,Jake Muzzin,2,1,3,1,0,2,0,0,0,0,1,0,7,28.6,29,21:54
15,William Nylander,0,2,2,-1,2,0,0,0,0,1,1,0,4,0.0,29,19:25
16,Morgan Rielly,0,0,0,1,0,0,0,0,0,0,0,0,6,0.0,31,25:58
17,John Tavares,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,27,21:43
18,Nikita Zaitsev,0,2,2,-2,0,0,0,0,0,2,0,0,2,0.0,31,21:48
19,Frederik Andersen,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,59:43
