Rk,Player,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,SHFT,TOI
1,Connor Brown,0,0,0,0,0,0,0,0,0,0,0,0,0,,17,10:23
2,Travis Dermott,0,1,1,-3,2,0,0,0,0,1,0,0,2,0.0,26,20:08
3,Jake Gardiner,0,0,0,0,0,0,0,0,0,0,0,0,0,,20,18:07
4,Frederik Gauthier,0,0,0,0,0,0,0,0,0,0,0,0,0,,12,7:35
5,Ron Hainsey,0,0,0,-2,0,0,0,0,0,0,0,0,0,,27,21:35
6,Zach Hyman,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,23,16:08
7,Andreas Johnsson,0,1,1,2,0,0,0,0,0,1,0,0,2,0.0,21,15:42
8,Nazem Kadri,0,0,0,-2,0,0,0,0,0,0,0,0,1,0.0,14,12:55
9,Kasperi Kapanen,1,0,1,1,0,1,0,0,0,0,0,0,3,33.3,24,16:48
10,Pär Lindholm,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,17,9:27
11,Patrick Marleau,0,0,0,-2,0,0,0,0,0,0,0,0,0,,17,13:55
12,Mitch Marner,1,0,1,-3,0,1,0,0,0,0,0,0,2,50.0,23,21:09
13,Auston Matthews,0,2,2,-2,0,0,0,0,0,2,0,0,2,0.0,28,20:27
14,William Nylander,0,0,0,-2,0,0,0,0,0,0,0,0,2,0.0,19,14:14
15,Igor Ozhiganov,1,0,1,2,0,1,0,0,0,0,0,0,1,100.0,19,14:31
16,Morgan Rielly,0,1,1,-2,0,0,0,0,0,1,0,0,2,0.0,28,22:32
17,John Tavares,0,0,0,-4,2,0,0,0,0,0,0,0,0,,22,19:26
18,Nikita Zaitsev,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,26,19:36
19,Frederik Andersen,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,59:22
