Rk,Player,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,SHFT,TOI
1,Connor Brown,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,15,9:43
2,Travis Dermott,0,0,0,-1,0,0,0,0,0,0,0,0,0,,23,16:15
3,Tyler Ennis,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,14,11:05
4,Jake Gardiner,0,0,0,0,0,0,0,0,0,0,0,0,0,,22,16:51
5,Frederik Gauthier,0,0,0,0,0,0,0,0,0,0,0,0,0,,14,10:35
6,Ron Hainsey,0,0,0,0,0,0,0,0,0,0,0,0,0,,23,20:40
7,Zach Hyman,0,1,1,0,0,0,0,0,0,1,0,0,3,0.0,19,18:46
8,Andreas Johnsson,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,20,12:57
9,Kasperi Kapanen,0,0,0,-1,0,0,0,0,0,0,0,0,0,,22,19:04
10,Patrick Marleau,0,0,0,-1,0,0,0,0,0,0,0,0,5,0.0,20,16:56
11,Mitch Marner,1,0,1,-1,0,1,0,0,0,0,0,0,4,25.0,21,20:34
12,Auston Matthews,0,0,0,-2,0,0,0,0,0,0,0,0,6,0.0,22,19:02
13,Trevor Moore,0,0,0,0,2,0,0,0,0,0,0,0,0,,15,10:17
14,William Nylander,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,21,16:05
15,Morgan Rielly,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,28,22:52
16,Calle Rosén,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,27,18:39
17,John Tavares,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,20,17:54
18,Nikita Zaitsev,0,0,0,0,0,0,0,0,0,0,0,0,0,,23,21:17
19,Frederik Andersen,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,58:28
