Rk,Player,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,SHFT,TOI
1,Connor Brown,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,21,14:08
2,Travis Dermott,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,22,18:42
3,Tyler Ennis,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,12,8:57
4,Jake Gardiner,0,0,0,-2,0,0,0,0,0,0,0,0,2,0.0,27,23:50
5,Frederik Gauthier,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,12,9:01
6,Ron Hainsey,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,24,18:15
7,Zach Hyman,0,0,0,-1,2,0,0,0,0,0,0,0,3,0.0,22,14:55
8,Nazem Kadri,0,0,0,-2,0,0,0,0,0,0,0,0,5,0.0,22,17:18
9,Kasperi Kapanen,0,0,0,0,0,0,0,0,0,0,0,0,0,,22,17:25
10,Josh Leivo,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,14,10:27
11,Pär Lindholm,0,0,0,0,0,0,0,0,0,0,0,0,0,,23,14:55
12,Patrick Marleau,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,21,16:00
13,Mitch Marner,0,0,0,-2,0,0,0,0,0,0,0,0,4,0.0,24,20:02
14,Auston Matthews,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,22,19:05
15,Igor Ozhiganov,0,0,0,0,0,0,0,0,0,0,0,0,0,,18,15:07
16,Morgan Rielly,0,0,0,-2,0,0,0,0,0,0,0,0,3,0.0,29,21:45
17,John Tavares,0,0,0,-2,0,0,0,0,0,0,0,0,4,0.0,23,18:26
18,Nikita Zaitsev,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,24,21:21
19,Frederik Andersen,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,58:15
