Rk,Player,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,SHFT,TOI
1,Connor Brown,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,21,13:20
2,Travis Dermott,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,15,12:37
3,Jake Gardiner,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,26,19:41
4,Frederik Gauthier,0,0,0,2,0,0,0,0,0,0,0,0,1,0.0,12,8:22
5,Ron Hainsey,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,25,21:47
6,Zach Hyman,0,1,1,1,2,0,0,0,0,1,0,0,3,0.0,26,17:16
7,Andreas Johnsson,1,1,2,3,0,1,0,0,0,1,0,0,1,100.0,17,13:01
8,Nazem Kadri,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,17,14:51
9,Kasperi Kapanen,0,0,0,-2,0,0,0,0,0,0,0,0,7,0.0,21,14:46
10,Pär Lindholm,0,1,1,1,0,0,0,0,0,1,0,0,2,0.0,19,10:59
11,Patrick Marleau,0,0,0,-2,0,0,0,0,0,0,0,0,3,0.0,19,16:03
12,Mitch Marner,0,1,1,1,0,0,0,0,0,1,0,0,0,,27,19:11
13,Auston Matthews,0,0,0,-2,2,0,0,0,0,0,0,0,3,0.0,20,16:41
14,Jake Muzzin,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,28,22:08
15,William Nylander,1,0,1,1,0,1,0,0,0,0,0,0,1,100.0,17,13:41
16,Morgan Rielly,0,2,2,2,0,0,0,0,0,2,0,0,1,0.0,32,24:51
17,John Tavares,1,1,2,2,4,1,0,0,1,1,0,0,1,100.0,25,19:48
18,Nikita Zaitsev,1,0,1,0,2,1,0,0,0,0,0,0,1,100.0,28,20:02
19,Frederik Andersen,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,62:17
