Rk,Player,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,SHFT,TOI
1,Connor Brown,0,0,0,-1,0,0,0,0,0,0,0,0,0,,17,10:27
2,Jake Gardiner,1,0,1,2,2,1,0,0,0,0,0,0,3,33.3,35,26:35
3,Frederik Gauthier,0,1,1,-1,0,0,0,0,0,1,0,0,0,,17,10:30
4,Justin Holl,0,0,0,3,0,0,0,0,0,0,0,0,3,0.0,23,15:00
5,Zach Hyman,1,1,2,2,0,1,0,0,0,1,0,0,2,50.0,24,15:03
6,Andreas Johnsson,0,1,1,-1,0,0,0,0,0,1,0,0,3,0.0,24,17:27
7,Nazem Kadri,0,1,1,1,0,0,0,0,0,1,0,0,4,0.0,24,16:58
8,Kasperi Kapanen,1,0,1,-1,0,1,0,0,0,0,0,0,2,50.0,25,19:00
9,Martin Marinčin,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,31,21:51
10,Patrick Marleau,0,0,0,1,0,0,0,0,0,0,0,0,5,0.0,24,17:47
11,Mitch Marner,0,1,1,2,0,0,0,0,0,1,0,0,2,0.0,27,17:34
12,Auston Matthews,0,1,1,-1,0,0,0,0,0,1,0,0,6,0.0,26,20:03
13,Trevor Moore,1,0,1,-1,0,1,0,0,0,0,0,0,2,50.0,17,10:57
14,William Nylander,1,0,1,1,0,1,0,0,0,0,0,0,3,33.3,25,17:38
15,Igor Ozhiganov,0,0,0,-1,0,0,0,0,0,0,0,0,0,,17,12:58
16,Morgan Rielly,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,31,26:47
17,Calle Rosén,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,33,20:10
18,John Tavares,0,0,0,2,0,0,0,0,0,0,0,0,8,0.0,26,18:22
19,Frederik Andersen,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,64:47
