Rk,Player,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,SHFT,TOI
1,Connor Brown,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,18,12:42
2,Travis Dermott,0,1,1,-1,0,0,0,0,0,1,0,0,2,0.0,23,19:06
3,Tyler Ennis,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,17,11:16
4,Jake Gardiner,0,0,0,-2,0,0,0,0,0,0,0,0,1,0.0,26,21:16
5,Frederik Gauthier,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,14,9:25
6,Ron Hainsey,0,0,0,2,0,0,0,0,0,0,0,0,1,0.0,27,18:47
7,Zach Hyman,0,0,0,0,2,0,0,0,0,0,0,0,3,0.0,25,16:45
8,Andreas Johnsson,0,0,0,-1,2,0,0,0,0,0,0,0,1,0.0,19,13:09
9,Nazem Kadri,0,0,0,-2,0,0,0,0,0,0,0,0,4,0.0,24,19:25
10,Kasperi Kapanen,1,0,1,1,0,1,0,0,0,0,0,0,4,25.0,23,16:03
11,Josh Leivo,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,16,11:22
12,Pär Lindholm,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,19,14:31
13,Patrick Marleau,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,25,18:39
14,Mitch Marner,0,0,0,-2,0,0,0,0,0,0,0,0,2,0.0,27,19:26
15,Igor Ozhiganov,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,20,15:34
16,Morgan Rielly,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,29,22:08
17,John Tavares,1,0,1,-2,0,1,0,0,0,0,0,0,3,33.3,26,19:37
18,Nikita Zaitsev,0,0,0,-1,0,0,0,0,0,0,0,0,0,,25,19:04
19,Frederik Andersen,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,58:58
