Rk,Player,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,SHFT,TOI
1,Connor Brown,0,0,0,-1,0,0,0,0,0,0,0,0,0,,16,12:39
2,Travis Dermott,0,0,0,-1,0,0,0,0,0,0,0,0,0,,25,20:16
3,Tyler Ennis,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,13,10:17
4,Frederik Gauthier,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,10,8:27
5,Ron Hainsey,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,25,18:03
6,Zach Hyman,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,22,16:03
7,Nazem Kadri,0,1,1,-2,0,0,0,0,0,0,1,0,1,0.0,21,17:00
8,Kasperi Kapanen,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,22,15:41
9,Martin Marinčin,0,0,0,-1,2,0,0,0,0,0,0,0,0,,22,16:06
10,Patrick Marleau,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,19,15:15
11,Mitch Marner,0,0,0,-2,0,0,0,0,0,0,0,0,0,,27,22:21
12,Auston Matthews,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,24,21:16
13,Trevor Moore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,14,10:15
14,William Nylander,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,21,13:46
15,Morgan Rielly,0,1,1,-1,0,0,0,0,0,0,1,0,1,0.0,31,23:18
16,Calle Rosén,0,0,0,-2,0,0,0,0,0,0,0,0,1,0.0,25,18:23
17,John Tavares,1,0,1,-2,2,0,1,0,0,0,0,0,3,33.3,26,19:32
18,Nikita Zaitsev,0,0,0,0,0,0,0,0,0,0,0,0,0,,25,19:06
19,Garret Sparks,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,58:08
