Rk,Player,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,SHFT,TOI
1,Connor Brown,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,26,14:39
2,Travis Dermott,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,22,12:41
3,Tyler Ennis,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,8:17
4,Jake Gardiner,0,0,0,-1,0,0,0,0,0,0,0,0,0,,25,19:42
5,Frederik Gauthier,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,6:27
6,Ron Hainsey,1,0,1,1,2,1,0,0,0,0,0,0,2,50.0,23,22:01
7,Zach Hyman,0,1,1,1,0,0,0,0,0,1,0,0,2,0.0,25,16:14
8,Nazem Kadri,0,2,2,0,2,0,0,0,0,0,2,0,1,0.0,20,16:05
9,Kasperi Kapanen,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,23,17:49
10,Josh Leivo,0,0,0,0,5,0,0,0,0,0,0,0,2,0.0,9,7:24
11,Pär Lindholm,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,24,16:35
12,Martin Marinčin,0,0,0,-1,2,0,0,0,0,0,0,0,1,0.0,23,14:06
13,Patrick Marleau,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,24,17:00
14,Mitch Marner,1,1,2,1,0,1,0,0,0,1,0,0,4,25.0,23,18:36
15,Auston Matthews,2,0,2,-1,2,0,2,0,1,0,0,0,3,66.7,24,19:35
16,Morgan Rielly,1,1,2,1,0,1,0,0,0,0,1,0,5,20.0,25,22:05
17,John Tavares,0,4,4,2,0,0,0,0,0,3,1,0,3,0.0,24,18:35
18,Nikita Zaitsev,0,1,1,-1,0,0,0,0,0,1,0,0,2,0.0,28,24:17
19,Frederik Andersen,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,59:52
