Rk,Player,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,SHFT,TOI
1,Connor Brown,1,0,1,0,0,1,0,0,0,0,0,0,2,50.0,14,8:18
2,Travis Dermott,0,0,0,-3,0,0,0,0,0,0,0,0,4,0.0,21,17:43
3,Tyler Ennis,0,0,0,-1,0,0,0,0,0,0,0,0,0,,10,6:27
4,Frederik Gauthier,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,5:21
5,Ron Hainsey,0,1,1,1,0,0,0,0,0,1,0,0,0,,25,20:34
6,Zach Hyman,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,25,20:36
7,Andreas Johnsson,0,0,0,-1,4,0,0,0,0,0,0,0,2,0.0,21,14:54
8,Nazem Kadri,0,0,0,-1,10,0,0,0,0,0,0,0,2,0.0,22,17:51
9,Kasperi Kapanen,0,0,0,0,2,0,0,0,0,0,0,0,0,,20,15:01
10,Martin Marinčin,0,0,0,-2,0,0,0,0,0,0,0,0,0,,19,12:29
11,Patrick Marleau,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,19,14:24
12,Mitch Marner,0,1,1,0,0,0,0,0,0,0,1,0,4,0.0,26,22:18
13,Auston Matthews,1,0,1,-1,0,0,1,0,0,0,0,0,7,14.3,23,18:16
14,Jake Muzzin,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,26,22:37
15,William Nylander,0,0,0,-1,0,0,0,0,0,0,0,0,7,0.0,22,16:08
16,Morgan Rielly,0,1,1,-1,0,0,0,0,0,0,1,0,5,0.0,27,25:23
17,John Tavares,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,23,20:33
18,Nikita Zaitsev,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,23,16:47
19,Garret Sparks,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,59:26
