Rk,Player,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,SHFT,TOI
1,Connor Brown,0,0,0,0,0,0,0,0,0,0,0,0,0,,15,11:04
2,Travis Dermott,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,22,17:32
3,Tyler Ennis,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,12,10:33
4,Jake Gardiner,0,0,0,-1,2,0,0,0,0,0,0,0,0,,23,21:24
5,Frederik Gauthier,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,7:41
6,Ron Hainsey,0,0,0,-1,0,0,0,0,0,0,0,0,0,,22,16:29
7,Zach Hyman,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,21,17:46
8,Nazem Kadri,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,19,16:52
9,Kasperi Kapanen,0,0,0,-1,0,0,0,0,0,0,0,0,0,,24,20:07
10,Pär Lindholm,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,11,8:06
11,Patrick Marleau,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,22,17:39
12,Mitch Marner,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,23,21:07
13,Auston Matthews,0,0,0,-1,0,0,0,0,0,0,0,0,4,0.0,24,20:41
14,Jake Muzzin,0,0,0,0,0,0,0,0,0,0,0,0,0,,21,17:18
15,William Nylander,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,21,17:15
16,Morgan Rielly,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,27,22:54
17,John Tavares,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,22,20:31
18,Nikita Zaitsev,0,0,0,0,0,0,0,0,0,0,0,0,0,,21,16:29
19,Frederik Andersen,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,56:32
