Rk,Player,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,SHFT,TOI
1,Connor Brown,0,0,0,0,2,0,0,0,0,0,0,0,2,0.0,20,12:47
2,Tyler Ennis,0,0,0,0,0,0,0,0,0,0,0,0,0,,12,9:01
3,Jake Gardiner,0,0,0,-2,0,0,0,0,0,0,0,0,3,0.0,24,23:20
4,Frederik Gauthier,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,12,8:16
5,Ron Hainsey,0,0,0,0,0,0,0,0,0,0,0,0,0,,29,20:16
6,Zach Hyman,0,0,0,0,4,0,0,0,0,0,0,0,3,0.0,24,15:49
7,Andreas Johnsson,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,7:20
8,Nazem Kadri,1,0,1,-2,0,0,1,0,0,0,0,0,1,100.0,24,21:14
9,Kasperi Kapanen,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,27,19:11
10,Josh Leivo,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,12,8:58
11,Pär Lindholm,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,21,12:43
12,Martin Marinčin,0,0,0,0,0,0,0,0,0,0,0,0,0,,22,15:09
13,Patrick Marleau,0,0,0,-2,2,0,0,0,0,0,0,0,1,0.0,24,19:29
14,Mitch Marner,0,1,1,-2,0,0,0,0,0,0,1,0,2,0.0,26,22:35
15,Igor Ozhiganov,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,17,12:12
16,Morgan Rielly,0,1,1,-2,0,0,0,0,0,0,1,0,3,0.0,33,26:40
17,John Tavares,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,26,21:26
18,Nikita Zaitsev,0,0,0,0,0,0,0,0,0,0,0,0,0,,21,18:49
19,Frederik Andersen,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,58:27
