Rk,Player,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,SHFT,TOI
1,Connor Brown,0,0,0,0,2,0,0,0,0,0,0,0,0,,19,12:56
2,Travis Dermott,1,1,2,1,0,1,0,0,0,1,0,0,4,25.0,20,15:51
3,Jake Gardiner,0,2,2,2,0,0,0,0,0,2,0,0,1,0.0,24,16:57
4,Frederik Gauthier,0,0,0,-1,0,0,0,0,0,0,0,0,0,,12,8:46
5,Ron Hainsey,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,25,20:47
6,Zach Hyman,1,0,1,1,0,1,0,0,1,0,0,0,2,50.0,24,16:55
7,Andreas Johnsson,0,0,0,-1,0,0,0,0,0,0,0,0,0,,15,10:00
8,Nazem Kadri,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,21,15:04
9,Kasperi Kapanen,0,0,0,2,0,0,0,0,0,0,0,0,5,0.0,22,16:16
10,Pär Lindholm,0,0,0,-1,0,0,0,0,0,0,0,0,0,,13,8:46
11,Patrick Marleau,0,1,1,2,0,0,0,0,0,1,0,0,3,0.0,24,18:35
12,Mitch Marner,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,28,19:04
13,Auston Matthews,1,0,1,2,0,1,0,0,0,0,0,0,4,25.0,24,21:09
14,Jake Muzzin,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,30,19:52
15,William Nylander,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,20,14:43
16,Morgan Rielly,0,1,1,1,0,0,0,0,0,1,0,0,4,0.0,29,21:58
17,John Tavares,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,27,19:52
18,Nikita Zaitsev,0,0,0,0,0,0,0,0,0,0,0,0,0,,25,21:43
19,Garret Sparks,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,59:56
