Rk,Player,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,SHFT,TOI
1,Connor Brown,0,2,2,4,0,0,0,0,0,2,0,0,0,,20,13:23
2,Travis Dermott,0,0,0,3,0,0,0,0,0,0,0,0,0,,28,20:18
3,Frederik Gauthier,0,0,0,0,0,0,0,0,0,0,0,0,0,,14,10:47
4,Ron Hainsey,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,31,24:59
5,Zach Hyman,0,0,0,-2,0,0,0,0,0,0,0,0,1,0.0,23,16:18
6,Nazem Kadri,3,1,4,5,0,3,0,0,1,1,0,0,4,75.0,20,14:57
7,Kasperi Kapanen,0,0,0,-2,0,0,0,0,0,0,0,0,2,0.0,25,16:06
8,Pär Lindholm,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,16,10:12
9,Martin Marinčin,0,1,1,1,0,0,0,0,0,1,0,0,2,0.0,20,14:04
10,Patrick Marleau,0,0,0,0,2,0,0,0,0,0,0,0,2,0.0,20,17:53
11,Mitch Marner,1,0,1,1,0,1,0,0,0,0,0,0,3,33.3,23,18:58
12,Auston Matthews,1,0,1,0,0,0,1,0,0,0,0,0,5,20.0,21,17:28
13,Trevor Moore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,14,10:53
14,William Nylander,0,3,3,4,0,0,0,0,0,3,0,0,3,0.0,17,13:03
15,Igor Ozhiganov,0,0,0,1,0,0,0,0,0,0,0,0,0,,18,12:34
16,Morgan Rielly,0,2,2,0,0,0,0,0,0,1,1,0,2,0.0,31,26:40
17,John Tavares,0,1,1,-1,0,0,0,0,0,0,1,0,6,0.0,24,18:48
18,Nikita Zaitsev,1,0,1,2,0,1,0,0,0,0,0,0,2,50.0,29,20:41
19,Frederik Andersen,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,60:00
