Rk,Player,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,SHFT,TOI
1,Connor Brown,0,0,0,-1,0,0,0,0,0,0,0,0,0,,16,12:17
2,Frederik Gauthier,0,0,0,-1,0,0,0,0,0,0,0,0,0,,13,7:58
3,Ron Hainsey,0,0,0,2,4,0,0,0,0,0,0,0,1,0.0,27,18:58
4,Justin Holl,0,0,0,0,0,0,0,0,0,0,0,0,0,,21,12:28
5,Zach Hyman,1,2,3,1,2,1,0,0,0,2,0,0,3,33.3,23,17:24
6,Andreas Johnsson,0,1,1,0,0,0,0,0,0,1,0,0,1,0.0,22,14:49
7,Nazem Kadri,0,1,1,1,0,0,0,0,0,1,0,0,5,0.0,19,14:36
8,Kasperi Kapanen,0,1,1,1,0,0,0,0,0,1,0,0,4,0.0,25,18:09
9,Martin Marinčin,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,24,15:41
10,Patrick Marleau,1,0,1,1,2,1,0,0,0,0,0,0,4,25.0,22,14:47
11,Mitch Marner,0,3,3,0,0,0,0,0,0,2,1,0,2,0.0,28,22:17
12,Auston Matthews,0,1,1,1,0,0,0,0,0,0,1,0,2,0.0,23,16:46
13,Trevor Moore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,10,7:23
14,Jake Muzzin,1,0,1,2,0,1,0,0,0,0,0,0,4,25.0,33,23:48
15,William Nylander,0,2,2,2,0,0,0,0,0,2,0,0,3,0.0,21,13:34
16,Morgan Rielly,0,2,2,1,0,0,0,0,0,2,0,0,1,0.0,31,20:54
17,John Tavares,4,0,4,1,0,3,1,0,1,0,0,0,5,80.0,26,18:56
18,Nikita Zaitsev,0,1,1,-1,0,0,0,0,0,1,0,0,0,,36,23:58
19,Frederik Andersen,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,60:00
