Rk,Player,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,SHFT,TOI
1,Connor Brown,0,1,1,0,0,0,0,0,0,0,0,1,2,0.0,22,14:05
2,Tyler Ennis,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,13,10:00
3,Ron Hainsey,1,0,1,1,0,0,0,1,0,0,0,0,2,50.0,32,23:40
4,Justin Holl,0,0,0,-1,0,0,0,0,0,0,0,0,0,,13,10:39
5,Zach Hyman,0,0,0,0,0,0,0,0,0,0,0,0,0,,26,19:51
6,Andreas Johnsson,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,17,14:35
7,Kasperi Kapanen,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,23,17:22
8,Martin Marinčin,0,0,0,1,0,0,0,0,0,0,0,0,0,,18,13:04
9,Patrick Marleau,0,1,1,1,2,0,0,0,0,1,0,0,1,0.0,19,13:52
10,Mitch Marner,0,1,1,0,0,0,0,0,0,0,0,1,4,0.0,27,21:58
11,Auston Matthews,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,22,18:08
12,Trevor Moore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,11,7:33
13,Jake Muzzin,0,0,0,0,2,0,0,0,0,0,0,0,2,0.0,32,23:57
14,William Nylander,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,20,14:30
15,Nic Petan,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,11,9:54
16,Morgan Rielly,1,0,1,0,2,1,0,0,0,0,0,0,2,50.0,32,24:11
17,John Tavares,0,1,1,0,0,0,0,0,0,1,0,0,1,0.0,24,20:37
18,Nikita Zaitsev,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,31,24:48
19,Frederik Andersen,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,63:11
