Rk,Player,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,SHFT,TOI
1,Connor Brown,0,0,0,0,0,0,0,0,0,0,0,0,0,,23,17:43
2,Travis Dermott,0,0,0,-1,2,0,0,0,0,0,0,0,1,0.0,22,15:29
3,Tyler Ennis,0,1,1,0,0,0,0,0,0,0,1,0,0,,12,9:57
4,Jake Gardiner,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,28,20:34
5,Ron Hainsey,0,0,0,1,0,0,0,0,0,0,0,0,0,,26,21:45
6,Zach Hyman,0,1,1,0,0,0,0,0,0,1,0,0,0,,27,17:10
7,Andreas Johnsson,0,2,2,1,2,0,0,0,0,1,1,0,1,0.0,19,13:06
8,Nazem Kadri,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,23,18:04
9,Kasperi Kapanen,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,21,13:55
10,Josh Leivo,0,0,0,0,0,0,0,0,0,0,0,0,0,,12,9:28
11,Pär Lindholm,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,15,9:46
12,Patrick Marleau,1,0,1,0,0,0,1,0,1,0,0,0,3,33.3,22,17:30
13,Mitch Marner,0,3,3,0,0,0,0,0,0,1,2,0,1,0.0,24,18:30
14,Auston Matthews,2,1,3,1,0,1,1,0,0,0,1,0,5,40.0,23,14:56
15,Igor Ozhiganov,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,23,16:12
16,Morgan Rielly,0,1,1,1,0,0,0,0,0,0,1,0,3,0.0,28,21:37
17,John Tavares,2,0,2,0,0,1,1,0,0,0,0,0,6,33.3,23,18:40
18,Nikita Zaitsev,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,28,20:31
19,Frederik Andersen,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,60:00
