Rk,Player,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,SHFT,TOI
1,Connor Brown,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,21,14:18
2,Travis Dermott,0,1,1,1,0,0,0,0,0,1,0,0,3,0.0,21,16:37
3,Tyler Ennis,0,1,1,1,0,0,0,0,0,1,0,0,3,0.0,12,9:12
4,Jake Gardiner,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,29,21:22
5,Frederik Gauthier,0,1,1,1,2,0,0,0,0,1,0,0,0,,12,8:11
6,Ron Hainsey,0,0,0,2,0,0,0,0,0,0,0,0,1,0.0,25,20:03
7,Zach Hyman,0,0,0,1,2,0,0,0,0,0,0,0,1,0.0,27,17:31
8,Andreas Johnsson,0,0,0,-1,0,0,0,0,0,0,0,0,4,0.0,19,14:09
9,Nazem Kadri,0,0,0,0,6,0,0,0,0,0,0,0,1,0.0,20,15:46
10,Kasperi Kapanen,2,0,2,2,0,1,0,1,1,0,0,0,4,50.0,26,20:06
11,Josh Leivo,1,0,1,1,0,1,0,0,0,0,0,0,2,50.0,13,9:38
12,Pär Lindholm,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,23,15:34
13,Patrick Marleau,0,1,1,1,0,0,0,0,0,1,0,0,4,0.0,21,16:50
14,Mitch Marner,1,2,3,2,0,1,0,0,0,1,0,1,4,25.0,27,18:27
15,Igor Ozhiganov,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,20,15:37
16,Morgan Rielly,0,1,1,1,2,0,0,0,0,1,0,0,1,0.0,30,21:10
17,John Tavares,1,0,1,1,0,1,0,0,0,0,0,0,1,100.0,27,19:11
18,Nikita Zaitsev,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,27,19:39
19,Frederik Andersen,0,1,1,0,0,0,0,0,0,1,0,0,0,,0,60:00
