Rk,Player,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,SHFT,TOI
1,Connor Brown,0,0,0,-2,0,0,0,0,0,0,0,0,1,0.0,21,14:38
2,Travis Dermott,0,0,0,-2,0,0,0,0,0,0,0,0,0,,20,14:26
3,Tyler Ennis,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,15,8:29
4,Jake Gardiner,0,1,1,1,0,0,0,0,0,1,0,0,0,,27,20:34
5,Ron Hainsey,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,26,23:24
6,Zach Hyman,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,27,20:52
7,Andreas Johnsson,0,0,0,0,4,0,0,0,0,0,0,0,2,0.0,16,7:28
8,Nazem Kadri,0,0,0,-2,0,0,0,0,0,0,0,0,0,,19,13:43
9,Kasperi Kapanen,1,1,2,2,0,1,0,0,0,1,0,0,7,14.3,23,14:59
10,Josh Leivo,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,15,10:42
11,Pär Lindholm,0,0,0,-2,0,0,0,0,0,0,0,0,0,,21,11:40
12,Martin Marinčin,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,21,14:58
13,Patrick Marleau,0,2,2,1,0,0,0,0,0,2,0,0,1,0.0,26,16:52
14,Mitch Marner,0,2,2,1,0,0,0,0,0,1,1,0,3,0.0,24,19:32
15,Auston Matthews,2,2,4,1,0,2,0,0,0,2,0,0,3,66.7,27,16:53
16,Morgan Rielly,1,2,3,3,0,1,0,0,1,1,1,0,5,20.0,28,20:13
17,John Tavares,3,0,3,1,2,2,1,0,0,0,0,0,7,42.9,26,21:12
18,Nikita Zaitsev,0,0,0,-2,0,0,0,0,0,0,0,0,0,,30,24:22
19,Garret Sparks,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,60:19
